Round: 1
Created: paoletti0 (distance: 76, speed: 2, health: 2)
Moved: noah628 (distance: 286, speed: 7, health: 4)
Moved: paoletti630 (distance: 192, speed: 10, health: 2)
Moved: darden631 (distance: 200, speed: 6, health: 4)
Moved: garcia632 (distance: 290, speed: 4, health: 3)
Moved: will635 (distance: 124, speed: 2, health: 2)
Moved: fee636 (distance: 143, speed: 1, health: 4)
Moved: potatobot638 (distance: 139, speed: 7, health: 4)
Moved: paoletti639 (distance: 187, speed: 7, health: 3)
Moved: garcia641 (distance: 206, speed: 7, health: 1)
Moved: cris642 (distance: 178, speed: 10, health: 2)
Moved: bing643 (distance: 167, speed: 2, health: 5)
Moved: will644 (distance: 137, speed: 2, health: 3)
Moved: fee645 (distance: 73, speed: 4, health: 1)
Moved: potatobot647 (distance: 208, speed: 8, health: 2)
Moved: paoletti648 (distance: 280, speed: 3, health: 3)
Moved: darden649 (distance: 124, speed: 4, health: 3)
Moved: garcia650 (distance: 248, speed: 7, health: 3)
Moved: will653 (distance: 185, speed: 8, health: 5)
Moved: fee654 (distance: 278, speed: 4, health: 4)
Moved: noah655 (distance: 164, speed: 8, health: 1)
Moved: potatobot656 (distance: 260, speed: 10, health: 1)
Moved: darden658 (distance: 272, speed: 8, health: 1)
Moved: garcia659 (distance: 253, speed: 1, health: 4)
Moved: bing661 (distance: 148, speed: 4, health: 3)
Moved: will662 (distance: 256, speed: 5, health: 1)
Moved: fee663 (distance: 159, speed: 1, health: 3)
Moved: paoletti666 (distance: 246, speed: 7, health: 1)
Moved: darden667 (distance: 121, speed: 4, health: 4)
Moved: garcia668 (distance: 182, speed: 4, health: 4)
Moved: cris669 (distance: 260, speed: 4, health: 1)
Moved: will671 (distance: 268, speed: 10, health: 5)
Moved: potatobot674 (distance: 255, speed: 7, health: 4)
Moved: paoletti675 (distance: 91, speed: 5, health: 3)
Moved: darden676 (distance: 68, speed: 2, health: 2)
Moved: garcia677 (distance: 147, speed: 4, health: 1)
Moved: cris678 (distance: 209, speed: 5, health: 1)
Moved: fee681 (distance: 287, speed: 3, health: 3)
Moved: noah682 (distance: 195, speed: 9, health: 1)
Moved: paoletti684 (distance: 230, speed: 1, health: 4)
Moved: darden685 (distance: 229, speed: 8, health: 5)
Moved: garcia686 (distance: 197, speed: 3, health: 3)
Moved: cris687 (distance: 99, speed: 4, health: 2)
Moved: bing688 (distance: 182, speed: 2, health: 2)
Moved: will689 (distance: 228, speed: 10, health: 4)
Moved: fee690 (distance: 183, speed: 4, health: 2)
Moved: potatobot692 (distance: 164, speed: 6, health: 2)
Moved: darden694 (distance: 100, speed: 6, health: 3)
Moved: garcia695 (distance: 57, speed: 2, health: 5)
Moved: cris696 (distance: 142, speed: 1, health: 4)
Moved: noah700 (distance: 168, speed: 1, health: 2)
Moved: paoletti702 (distance: 259, speed: 5, health: 3)
Moved: garcia704 (distance: 236, speed: 7, health: 5)
Moved: cris705 (distance: 187, speed: 4, health: 3)
Moved: fee708 (distance: 127, speed: 7, health: 3)
Moved: noah709 (distance: 243, speed: 9, health: 3)
Moved: potatobot710 (distance: 249, speed: 6, health: 1)
Moved: paoletti711 (distance: 238, speed: 4, health: 1)
Moved: cris714 (distance: 224, speed: 4, health: 5)
Moved: fee717 (distance: 245, speed: 6, health: 3)
Moved: noah718 (distance: 135, speed: 8, health: 1)
Moved: potatobot719 (distance: 243, speed: 6, health: 3)
Moved: paoletti720 (distance: 262, speed: 6, health: 4)
Moved: garcia722 (distance: 85, speed: 1, health: 5)
Moved: will725 (distance: 59, speed: 3, health: 4)
Moved: noah727 (distance: 249, speed: 3, health: 5)
Moved: potatobot728 (distance: 263, speed: 9, health: 1)
Moved: paoletti729 (distance: 98, speed: 1, health: 1)
Moved: garcia731 (distance: 130, speed: 2, health: 1)
Moved: will734 (distance: 119, speed: 1, health: 5)
Moved: fee735 (distance: 59, speed: 2, health: 5)
Moved: potatobot737 (distance: 181, speed: 6, health: 3)
Moved: paoletti738 (distance: 284, speed: 1, health: 3)
Moved: darden739 (distance: 231, speed: 6, health: 5)
Moved: cris741 (distance: 238, speed: 3, health: 2)
Moved: bing742 (distance: 222, speed: 3, health: 5)
Moved: will743 (distance: 198, speed: 5, health: 5)
Moved: fee744 (distance: 233, speed: 6, health: 3)
Moved: noah745 (distance: 81, speed: 5, health: 1)
Moved: garcia749 (distance: 244, speed: 9, health: 5)
Moved: cris750 (distance: 282, speed: 6, health: 4)
Moved: bing751 (distance: 280, speed: 6, health: 3)
Moved: fee753 (distance: 143, speed: 7, health: 1)
Moved: noah754 (distance: 125, speed: 6, health: 1)
Moved: potatobot755 (distance: 211, speed: 4, health: 3)
Moved: paoletti756 (distance: 221, speed: 3, health: 5)
Moved: darden757 (distance: 258, speed: 9, health: 4)
Moved: garcia758 (distance: 65, speed: 2, health: 5)
Moved: cris759 (distance: 158, speed: 9, health: 4)
Moved: bing760 (distance: 135, speed: 2, health: 2)
Moved: will761 (distance: 153, speed: 3, health: 3)
Moved: fee762 (distance: 243, speed: 1, health: 2)
Moved: noah763 (distance: 186, speed: 2, health: 5)
Moved: potatobot764 (distance: 261, speed: 8, health: 4)
Moved: paoletti765 (distance: 158, speed: 1, health: 5)
Moved: cris768 (distance: 164, speed: 10, health: 2)
Moved: bing769 (distance: 99, speed: 5, health: 1)
Moved: will770 (distance: 50, speed: 3, health: 1)
Moved: noah772 (distance: 194, speed: 2, health: 4)
Moved: darden775 (distance: 230, speed: 6, health: 4)
Moved: cris777 (distance: 128, speed: 7, health: 4)
Moved: potatobot782 (distance: 100, speed: 6, health: 4)
Moved: darden784 (distance: 107, speed: 3, health: 4)
Moved: garcia785 (distance: 162, speed: 7, health: 4)
Moved: cris786 (distance: 174, speed: 2, health: 2)
Moved: will788 (distance: 272, speed: 10, health: 4)
Moved: fee789 (distance: 216, speed: 4, health: 3)
Moved: noah790 (distance: 256, speed: 3, health: 3)
Moved: potatobot791 (distance: 295, speed: 1, health: 5)
Moved: paoletti792 (distance: 192, speed: 4, health: 1)
Moved: darden793 (distance: 125, speed: 4, health: 1)
Moved: bing796 (distance: 191, speed: 8, health: 2)
Moved: fee798 (distance: 34, speed: 2, health: 2)
Moved: noah799 (distance: 256, speed: 4, health: 4)
Moved: garcia803 (distance: 221, speed: 5, health: 5)
Moved: bing805 (distance: 263, speed: 10, health: 1)
Moved: will806 (distance: 238, speed: 8, health: 4)
Moved: fee807 (distance: 174, speed: 5, health: 4)
Moved: noah808 (distance: 99, speed: 4, health: 3)
Moved: paoletti810 (distance: 261, speed: 3, health: 5)
Moved: garcia812 (distance: 255, speed: 1, health: 1)
Moved: cris813 (distance: 216, speed: 2, health: 2)
Moved: bing814 (distance: 227, speed: 1, health: 2)
Moved: will815 (distance: 225, speed: 4, health: 1)
Moved: fee816 (distance: 229, speed: 1, health: 4)
Moved: noah817 (distance: 260, speed: 4, health: 3)
Moved: paoletti819 (distance: 281, speed: 6, health: 4)
Moved: garcia821 (distance: 236, speed: 1, health: 2)
Moved: cris822 (distance: 259, speed: 7, health: 3)
Moved: fee825 (distance: 236, speed: 9, health: 5)
Moved: noah826 (distance: 193, speed: 8, health: 3)
Moved: darden829 (distance: 129, speed: 6, health: 4)
Moved: cris831 (distance: 210, speed: 5, health: 2)
Moved: bing832 (distance: 48, speed: 1, health: 1)
Moved: will833 (distance: 115, speed: 3, health: 1)
Moved: fee834 (distance: 145, speed: 7, health: 2)
Moved: noah835 (distance: 82, speed: 1, health: 5)
Moved: potatobot836 (distance: 203, speed: 7, health: 3)
Moved: darden838 (distance: 66, speed: 2, health: 4)
Moved: garcia839 (distance: 269, speed: 4, health: 2)
Moved: cris840 (distance: 119, speed: 3, health: 2)
Moved: will842 (distance: 268, speed: 1, health: 3)
Moved: fee843 (distance: 180, speed: 7, health: 3)
Moved: noah844 (distance: 200, speed: 8, health: 1)
Moved: potatobot845 (distance: 283, speed: 1, health: 1)
Moved: darden847 (distance: 143, speed: 8, health: 2)
Moved: garcia848 (distance: 233, speed: 4, health: 4)
Moved: cris849 (distance: 290, speed: 4, health: 2)
Moved: bing850 (distance: 158, speed: 2, health: 5)
Moved: will851 (distance: 269, speed: 5, health: 4)
Moved: fee852 (distance: 78, speed: 1, health: 1)
Moved: noah853 (distance: 145, speed: 5, health: 5)
Moved: potatobot854 (distance: 296, speed: 2, health: 2)
Moved: paoletti855 (distance: 284, speed: 2, health: 2)
Moved: garcia857 (distance: 169, speed: 6, health: 4)
Moved: cris858 (distance: 152, speed: 7, health: 5)
Moved: will860 (distance: 44, speed: 1, health: 1)
Moved: fee861 (distance: 155, speed: 4, health: 4)
Moved: potatobot863 (distance: 160, speed: 6, health: 4)
Moved: paoletti864 (distance: 190, speed: 9, health: 5)
Moved: darden865 (distance: 244, speed: 5, health: 3)
Moved: garcia866 (distance: 172, speed: 4, health: 4)
Moved: cris867 (distance: 249, speed: 9, health: 1)
Moved: bing868 (distance: 206, speed: 6, health: 3)
Moved: will869 (distance: 294, speed: 5, health: 5)
Moved: potatobot872 (distance: 146, speed: 7, health: 4)
Moved: paoletti873 (distance: 243, speed: 4, health: 1)
Moved: darden874 (distance: 181, speed: 4, health: 5)
Moved: garcia875 (distance: 140, speed: 2, health: 5)
Moved: cris876 (distance: 94, speed: 3, health: 3)
Moved: bing877 (distance: 153, speed: 9, health: 3)
Moved: fee879 (distance: 37, speed: 2, health: 3)
Moved: garcia884 (distance: 148, speed: 4, health: 3)
Moved: cris885 (distance: 269, speed: 9, health: 5)
Moved: bing886 (distance: 120, speed: 3, health: 5)
Moved: will887 (distance: 241, speed: 4, health: 2)
Moved: fee888 (distance: 140, speed: 2, health: 5)
Moved: noah889 (distance: 82, speed: 5, health: 1)
Moved: potatobot890 (distance: 225, speed: 10, health: 5)
Moved: paoletti891 (distance: 212, speed: 2, health: 2)
Moved: garcia893 (distance: 253, speed: 1, health: 5)
Moved: bing895 (distance: 212, speed: 1, health: 5)
Moved: will896 (distance: 267, speed: 2, health: 3)
Moved: fee897 (distance: 202, speed: 4, health: 1)
Moved: noah898 (distance: 208, speed: 10, health: 5)
Moved: paoletti900 (distance: 138, speed: 4, health: 2)
Moved: darden901 (distance: 201, speed: 6, health: 2)
Moved: garcia902 (distance: 49, speed: 2, health: 1)
Moved: cris903 (distance: 112, speed: 7, health: 4)
Moved: fee906 (distance: 109, speed: 2, health: 5)
Moved: noah907 (distance: 114, speed: 4, health: 2)
Moved: paoletti909 (distance: 191, speed: 8, health: 3)
Moved: garcia911 (distance: 277, speed: 1, health: 1)
Moved: will914 (distance: 81, speed: 4, health: 4)
Moved: fee915 (distance: 181, speed: 4, health: 3)
Moved: noah916 (distance: 231, speed: 4, health: 5)
Moved: potatobot917 (distance: 270, speed: 4, health: 5)
Moved: paoletti918 (distance: 230, speed: 10, health: 3)
Moved: darden919 (distance: 254, speed: 6, health: 4)
Moved: garcia920 (distance: 211, speed: 3, health: 5)
Moved: cris921 (distance: 166, speed: 6, health: 2)
Moved: bing922 (distance: 247, speed: 2, health: 3)
Moved: fee924 (distance: 198, speed: 4, health: 2)
Moved: noah925 (distance: 190, speed: 9, health: 2)
Moved: potatobot926 (distance: 111, speed: 6, health: 4)
Moved: paoletti927 (distance: 281, speed: 7, health: 5)
Moved: darden928 (distance: 213, speed: 4, health: 2)
Moved: garcia929 (distance: 145, speed: 2, health: 1)
Moved: cris930 (distance: 264, speed: 4, health: 2)
Moved: bing931 (distance: 241, speed: 8, health: 5)
Moved: will932 (distance: 118, speed: 5, health: 3)
Moved: noah934 (distance: 170, speed: 6, health: 5)
Moved: potatobot935 (distance: 46, speed: 1, health: 1)
Moved: paoletti936 (distance: 293, speed: 7, health: 1)
Moved: darden937 (distance: 69, speed: 4, health: 3)
Moved: cris939 (distance: 217, speed: 9, health: 2)
Moved: bing940 (distance: 293, speed: 3, health: 4)
Moved: fee942 (distance: 109, speed: 2, health: 3)
Moved: darden946 (distance: 247, speed: 3, health: 1)
Moved: bing949 (distance: 257, speed: 8, health: 3)
Moved: fee951 (distance: 197, speed: 7, health: 5)
Moved: noah952 (distance: 129, speed: 8, health: 1)
Moved: potatobot953 (distance: 193, speed: 8, health: 5)
Moved: fee960 (distance: 220, speed: 8, health: 2)
Moved: darden964 (distance: 280, speed: 5, health: 4)
Moved: cris966 (distance: 238, speed: 7, health: 4)
Moved: bing967 (distance: 292, speed: 8, health: 3)
Moved: will968 (distance: 145, speed: 7, health: 3)
Moved: fee969 (distance: 266, speed: 3, health: 5)
Moved: noah970 (distance: 273, speed: 6, health: 3)
Moved: potatobot971 (distance: 278, speed: 10, health: 1)
Moved: paoletti972 (distance: 251, speed: 6, health: 1)
Moved: darden973 (distance: 128, speed: 1, health: 5)
Moved: garcia974 (distance: 196, speed: 3, health: 5)
Moved: cris975 (distance: 87, speed: 1, health: 2)
Moved: bing976 (distance: 231, speed: 2, health: 1)
Moved: fee978 (distance: 78, speed: 1, health: 4)
Moved: noah979 (distance: 197, speed: 6, health: 1)
Moved: potatobot980 (distance: 116, speed: 6, health: 4)
Moved: paoletti981 (distance: 242, speed: 5, health: 4)
Moved: cris984 (distance: 17, speed: 1, health: 3)
Moved: bing985 (distance: 191, speed: 4, health: 4)
Moved: will986 (distance: 161, speed: 6, health: 1)
Moved: fee987 (distance: 280, speed: 10, health: 2)
Moved: noah988 (distance: 71, speed: 3, health: 2)
Moved: paoletti990 (distance: 238, speed: 8, health: 5)
Moved: darden991 (distance: 50, speed: 3, health: 1)
Moved: cris993 (distance: 275, speed: 2, health: 1)
Moved: bing994 (distance: 244, speed: 2, health: 3)
Moved: fee996 (distance: 132, speed: 1, health: 2)
Moved: noah997 (distance: 101, speed: 4, health: 5)
Moved: potatobot998 (distance: 287, speed: 5, health: 2)
Moved: garcia1001 (distance: 265, speed: 1, health: 4)
Moved: will1004 (distance: 197, speed: 5, health: 3)
Moved: fee1005 (distance: 269, speed: 9, health: 2)
Moved: noah1006 (distance: 265, speed: 7, health: 1)
Moved: garcia1010 (distance: 242, speed: 3, health: 2)
Moved: fee1014 (distance: 295, speed: 4, health: 2)
Moved: noah1015 (distance: 139, speed: 3, health: 5)
Moved: potatobot1016 (distance: 55, speed: 3, health: 4)
Moved: darden1018 (distance: 156, speed: 5, health: 2)
Moved: garcia1019 (distance: 294, speed: 3, health: 2)
Moved: bing1021 (distance: 172, speed: 9, health: 5)
Moved: will1022 (distance: 266, speed: 1, health: 2)
Moved: noah1024 (distance: 292, speed: 4, health: 3)
Moved: potatobot1025 (distance: 134, speed: 8, health: 2)
Moved: paoletti1026 (distance: 230, speed: 7, health: 4)
Moved: cris1029 (distance: 129, speed: 2, health: 5)
Moved: bing1030 (distance: 159, speed: 9, health: 2)
Moved: will1031 (distance: 212, speed: 1, health: 4)
Moved: fee1032 (distance: 138, speed: 2, health: 4)
Moved: noah1033 (distance: 61, speed: 1, health: 1)
Moved: potatobot1034 (distance: 110, speed: 4, health: 2)
Moved: paoletti1035 (distance: 258, speed: 3, health: 5)
Moved: darden1036 (distance: 92, speed: 4, health: 2)
Moved: garcia1037 (distance: 244, speed: 5, health: 1)
Moved: cris1038 (distance: 267, speed: 1, health: 2)
Moved: bing1039 (distance: 164, speed: 6, health: 2)
Moved: fee1041 (distance: 201, speed: 3, health: 5)
Moved: noah1042 (distance: 79, speed: 2, health: 1)
Moved: potatobot1043 (distance: 243, speed: 8, health: 3)
Moved: paoletti1044 (distance: 65, speed: 2, health: 3)
Moved: darden1045 (distance: 60, speed: 2, health: 1)
Moved: bing1048 (distance: 272, speed: 5, health: 2)
Moved: will1049 (distance: 127, speed: 3, health: 5)
Moved: fee1050 (distance: 87, speed: 4, health: 1)
Moved: paoletti1053 (distance: 253, speed: 8, health: 4)
Moved: darden1054 (distance: 221, speed: 6, health: 5)
Moved: garcia1055 (distance: 227, speed: 3, health: 4)
Moved: cris1056 (distance: 231, speed: 7, health: 1)
Moved: bing1057 (distance: 192, speed: 9, health: 4)
Moved: will1058 (distance: 201, speed: 4, health: 2)
Moved: fee1059 (distance: 260, speed: 6, health: 5)
Moved: noah1060 (distance: 240, speed: 5, health: 4)
Moved: potatobot1061 (distance: 222, speed: 6, health: 3)
Moved: paoletti1062 (distance: 178, speed: 5, health: 2)
Moved: cris1065 (distance: 272, speed: 9, health: 2)
Moved: bing1066 (distance: 207, speed: 7, health: 1)
Moved: will1067 (distance: 222, speed: 5, health: 3)
Moved: fee1068 (distance: 154, speed: 3, health: 5)
Moved: darden1072 (distance: 141, speed: 6, health: 3)
Moved: garcia1073 (distance: 77, speed: 2, health: 1)
Moved: cris1074 (distance: 251, speed: 7, health: 2)
Moved: bing1075 (distance: 124, speed: 2, health: 2)
Moved: will1076 (distance: 246, speed: 2, health: 5)
Moved: fee1077 (distance: 139, speed: 3, health: 2)
Moved: noah1078 (distance: 67, speed: 1, health: 1)
Moved: potatobot1079 (distance: 131, speed: 6, health: 5)
Moved: darden1081 (distance: 102, speed: 1, health: 2)
Moved: cris1083 (distance: 114, speed: 1, health: 4)
Moved: will1085 (distance: 90, speed: 5, health: 4)
Moved: fee1086 (distance: 65, speed: 2, health: 4)
Moved: potatobot1088 (distance: 198, speed: 7, health: 5)
Moved: paoletti1089 (distance: 152, speed: 3, health: 2)
Moved: darden1090 (distance: 275, speed: 1, health: 4)
Moved: garcia1091 (distance: 115, speed: 3, health: 3)
Moved: bing1093 (distance: 77, speed: 2, health: 1)
Moved: fee1095 (distance: 118, speed: 7, health: 2)
Moved: noah1096 (distance: 286, speed: 7, health: 1)
Moved: potatobot1097 (distance: 257, speed: 5, health: 2)
Moved: paoletti1098 (distance: 278, speed: 1, health: 3)
Moved: darden1099 (distance: 265, speed: 7, health: 2)
Moved: bing1102 (distance: 114, speed: 6, health: 2)
Moved: will1103 (distance: 202, speed: 1, health: 5)
Moved: noah1105 (distance: 153, speed: 6, health: 4)
Moved: potatobot1106 (distance: 212, speed: 5, health: 4)
Moved: darden1108 (distance: 141, speed: 1, health: 4)
Moved: garcia1109 (distance: 219, speed: 3, health: 2)
Moved: bing1111 (distance: 87, speed: 3, health: 4)
Moved: will1112 (distance: 122, speed: 6, health: 1)
Moved: fee1113 (distance: 150, speed: 7, health: 5)
Moved: potatobot1115 (distance: 170, speed: 4, health: 3)
Moved: paoletti1116 (distance: 173, speed: 2, health: 1)
Moved: darden1117 (distance: 187, speed: 9, health: 1)
Moved: garcia1118 (distance: 138, speed: 6, health: 1)
Moved: cris1119 (distance: 298, speed: 2, health: 4)
Moved: bing1120 (distance: 231, speed: 7, health: 1)
Moved: will1121 (distance: 257, speed: 10, health: 4)
Moved: fee1122 (distance: 250, speed: 7, health: 4)
Moved: potatobot1124 (distance: 212, speed: 1, health: 2)
Moved: darden1126 (distance: 157, speed: 2, health: 5)
Moved: cris1128 (distance: 183, speed: 6, health: 4)
Moved: will1130 (distance: 202, speed: 2, health: 3)
Moved: fee1131 (distance: 268, speed: 7, health: 3)
Moved: potatobot1133 (distance: 128, speed: 5, health: 4)
Moved: darden1135 (distance: 184, speed: 4, health: 5)
Moved: garcia1136 (distance: 220, speed: 6, health: 5)
Moved: cris1137 (distance: 262, speed: 8, health: 5)
Moved: fee1140 (distance: 226, speed: 2, health: 3)
Moved: darden1144 (distance: 195, speed: 10, health: 2)
Moved: garcia1145 (distance: 114, speed: 3, health: 5)
Moved: cris1146 (distance: 236, speed: 10, health: 4)
Moved: bing1147 (distance: 149, speed: 3, health: 3)
Moved: will1148 (distance: 220, speed: 9, health: 4)
Moved: fee1149 (distance: 194, speed: 1, health: 2)
Moved: noah1150 (distance: 262, speed: 5, health: 4)
Moved: potatobot1151 (distance: 192, speed: 10, health: 3)
Moved: paoletti1152 (distance: 219, speed: 4, health: 3)
Moved: darden1153 (distance: 94, speed: 4, health: 1)
Moved: garcia1154 (distance: 97, speed: 4, health: 3)
Moved: cris1155 (distance: 293, speed: 3, health: 5)
Moved: bing1156 (distance: 104, speed: 5, health: 3)
Moved: noah1159 (distance: 215, speed: 4, health: 4)
Moved: potatobot1160 (distance: 152, speed: 4, health: 4)
Moved: paoletti1161 (distance: 133, speed: 1, health: 5)
Moved: garcia1163 (distance: 273, speed: 5, health: 5)
Moved: bing1165 (distance: 191, speed: 6, health: 5)
Moved: will1166 (distance: 294, speed: 6, health: 1)
Moved: noah1168 (distance: 273, speed: 9, health: 5)
Moved: potatobot1169 (distance: 255, speed: 6, health: 3)
Moved: darden1171 (distance: 86, speed: 2, health: 5)
Moved: garcia1172 (distance: 265, speed: 9, health: 3)
Moved: cris1173 (distance: 113, speed: 6, health: 3)
Moved: bing1174 (distance: 137, speed: 3, health: 4)
Moved: will1175 (distance: 208, speed: 9, health: 3)
Moved: fee1176 (distance: 177, speed: 10, health: 3)
Moved: potatobot1178 (distance: 131, speed: 3, health: 3)
Moved: paoletti1179 (distance: 181, speed: 7, health: 2)
Moved: darden1180 (distance: 282, speed: 8, health: 2)
Moved: garcia1181 (distance: 33, speed: 2, health: 5)
Moved: bing1183 (distance: 204, speed: 5, health: 5)
Moved: will1184 (distance: 275, speed: 9, health: 1)
Moved: fee1185 (distance: 121, speed: 1, health: 3)
Moved: potatobot1187 (distance: 165, speed: 4, health: 4)
Moved: garcia1190 (distance: 151, speed: 3, health: 5)
Moved: cris1191 (distance: 200, speed: 9, health: 2)
Moved: bing1192 (distance: 151, speed: 1, health: 2)
Moved: will1193 (distance: 174, speed: 1, health: 4)
Moved: fee1194 (distance: 189, speed: 3, health: 2)
Moved: potatobot1196 (distance: 254, speed: 10, health: 2)
Moved: darden1198 (distance: 223, speed: 7, health: 4)
Moved: garcia1199 (distance: 112, speed: 1, health: 1)
Created: cris1200 (distance: 163, speed: 3, health: 1)
Created: bing1201 (distance: 2, speed: 7, health: 2)
Created: will1202 (distance: 104, speed: 8, health: 5)
Created: fee1203 (distance: 33, speed: 3, health: 3)
Created: noah1204 (distance: 297, speed: 10, health: 5)
Created: potatobot1205 (distance: 37, speed: 10, health: 3)
Created: paoletti1206 (distance: 3, speed: 5, health: 2)
Created: darden1207 (distance: 136, speed: 1, health: 4)
Created: garcia1208 (distance: 171, speed: 3, health: 3)
Created: cris1209 (distance: 292, speed: 10, health: 3)
Created: bing1210 (distance: 77, speed: 8, health: 4)
Created: will1211 (distance: 86, speed: 6, health: 4)
Created: fee1212 (distance: 300, speed: 9, health: 5)
Created: noah1213 (distance: 116, speed: 2, health: 3)
Created: potatobot1214 (distance: 64, speed: 9, health: 1)
Created: paoletti1215 (distance: 296, speed: 2, health: 2)
Created: darden1216 (distance: 79, speed: 9, health: 4)
Created: garcia1217 (distance: 155, speed: 10, health: 5)
Created: cris1218 (distance: 150, speed: 8, health: 3)
Created: bing1219 (distance: 61, speed: 6, health: 4)
Created: will1220 (distance: 143, speed: 7, health: 2)
Created: fee1221 (distance: 250, speed: 10, health: 5)
Created: noah1222 (distance: 197, speed: 6, health: 3)
Created: potatobot1223 (distance: 174, speed: 5, health: 4)
Created: paoletti1224 (distance: 203, speed: 9, health: 5)
Created: darden1225 (distance: 225, speed: 5, health: 5)
Created: garcia1226 (distance: 282, speed: 2, health: 2)
Created: cris1227 (distance: 165, speed: 9, health: 5)
Created: bing1228 (distance: 55, speed: 4, health: 4)
Created: will1229 (distance: 100, speed: 3, health: 5)
Created: fee1230 (distance: 37, speed: 7, health: 5)
Created: noah1231 (distance: 94, speed: 7, health: 1)
Created: potatobot1232 (distance: 29, speed: 3, health: 2)
Created: paoletti1233 (distance: 140, speed: 5, health: 5)
Created: darden1234 (distance: 256, speed: 8, health: 5)
Created: garcia1235 (distance: 259, speed: 4, health: 1)
Created: cris1236 (distance: 288, speed: 9, health: 5)
Created: bing1237 (distance: 211, speed: 3, health: 5)
Created: will1238 (distance: 269, speed: 10, health: 2)
Created: fee1239 (distance: 130, speed: 6, health: 3)
Created: noah1240 (distance: 203, speed: 5, health: 1)
Created: potatobot1241 (distance: 138, speed: 1, health: 4)
Created: paoletti1242 (distance: 246, speed: 5, health: 3)
Created: darden1243 (distance: 234, speed: 4, health: 2)
Created: garcia1244 (distance: 67, speed: 8, health: 5)
Created: cris1245 (distance: 225, speed: 6, health: 4)
Created: bing1246 (distance: 13, speed: 10, health: 2)
Created: will1247 (distance: 37, speed: 1, health: 5)
Created: fee1248 (distance: 4, speed: 1, health: 1)
Created: noah1249 (distance: 143, speed: 6, health: 5)
Created: potatobot1250 (distance: 157, speed: 6, health: 1)
Created: paoletti1251 (distance: 296, speed: 2, health: 5)
Created: darden1252 (distance: 87, speed: 1, health: 1)
Created: garcia1253 (distance: 272, speed: 8, health: 3)
Created: cris1254 (distance: 41, speed: 10, health: 2)
Created: bing1255 (distance: 116, speed: 7, health: 2)
Created: will1256 (distance: 99, speed: 9, health: 4)
Created: fee1257 (distance: 46, speed: 7, health: 5)
Created: noah1258 (distance: 174, speed: 2, health: 1)
Created: potatobot1259 (distance: 169, speed: 6, health: 1)
Created: paoletti1260 (distance: 41, speed: 1, health: 3)
Created: darden1261 (distance: 194, speed: 7, health: 2)
Created: garcia1262 (distance: 49, speed: 1, health: 5)
Created: cris1263 (distance: 50, speed: 4, health: 3)
Created: bing1264 (distance: 292, speed: 9, health: 5)
Created: will1265 (distance: 283, speed: 6, health: 2)
Created: fee1266 (distance: 16, speed: 2, health: 4)
Created: noah1267 (distance: 94, speed: 8, health: 5)
Created: potatobot1268 (distance: 89, speed: 7, health: 3)
Created: paoletti1269 (distance: 60, speed: 9, health: 5)
Created: darden1270 (distance: 122, speed: 1, health: 2)
Created: garcia1271 (distance: 280, speed: 9, health: 5)
Created: cris1272 (distance: 155, speed: 1, health: 3)
Created: bing1273 (distance: 83, speed: 3, health: 1)
Created: will1274 (distance: 254, speed: 2, health: 5)
Created: fee1275 (distance: 53, speed: 5, health: 2)
Created: noah1276 (distance: 292, speed: 8, health: 1)
Created: potatobot1277 (distance: 103, speed: 7, health: 4)
Created: paoletti1278 (distance: 199, speed: 9, health: 3)
Created: darden1279 (distance: 222, speed: 1, health: 5)
Created: garcia1280 (distance: 130, speed: 4, health: 4)
Created: cris1281 (distance: 57, speed: 3, health: 1)
Created: bing1282 (distance: 297, speed: 9, health: 3)
Created: will1283 (distance: 32, speed: 3, health: 5)
Created: fee1284 (distance: 31, speed: 10, health: 2)
Created: noah1285 (distance: 70, speed: 8, health: 3)
Created: potatobot1286 (distance: 29, speed: 1, health: 4)
Created: paoletti1287 (distance: 49, speed: 6, health: 4)
Created: darden1288 (distance: 86, speed: 4, health: 3)
Created: garcia1289 (distance: 156, speed: 1, health: 2)
Created: cris1290 (distance: 224, speed: 7, health: 3)
Created: bing1291 (distance: 228, speed: 8, health: 4)
Created: will1292 (distance: 285, speed: 5, health: 5)
Created: fee1293 (distance: 134, speed: 5, health: 5)
Created: noah1294 (distance: 78, speed: 8, health: 5)
Created: potatobot1295 (distance: 176, speed: 5, health: 4)
Created: paoletti1296 (distance: 99, speed: 6, health: 2)
Created: darden1297 (distance: 268, speed: 3, health: 4)
Created: garcia1298 (distance: 130, speed: 5, health: 5)
Created: cris1299 (distance: 114, speed: 10, health: 5)
Created: bing1300 (distance: 59, speed: 7, health: 3)
Created: will1301 (distance: 277, speed: 4, health: 5)
Created: fee1302 (distance: 233, speed: 1, health: 5)
Created: noah1303 (distance: 216, speed: 1, health: 3)
Created: potatobot1304 (distance: 176, speed: 9, health: 1)
Created: paoletti1305 (distance: 40, speed: 2, health: 4)
Created: darden1306 (distance: 70, speed: 6, health: 4)
Created: garcia1307 (distance: 197, speed: 7, health: 5)
Created: cris1308 (distance: 53, speed: 10, health: 2)
Created: bing1309 (distance: 281, speed: 5, health: 4)
Created: will1310 (distance: 249, speed: 1, health: 1)
Created: fee1311 (distance: 95, speed: 8, health: 4)
Created: noah1312 (distance: 291, speed: 10, health: 2)
